compound,auid,aurl,aurl_http,spacegroup_relax,Pearson_symbol_relax,species
C2,aflow:fb12e0a8b07ba212,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/B_hC/115/115.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/B_hC/115,194.0,hP2,['C']
C3,aflow:fb3b6e5915e7f7a0,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CHg/323/323.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CHg/323,191.0,hP1,['C']
C1,aflow:fc7493caa700f8b6,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CPb_d/f1/f1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CPb_d/f1,225.0,cF4,['C']
C4,aflow:fc873230b542a9d2,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNi_pv/317/317.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNi_pv/317,67.0,oS4,['C']
C2,aflow:fc032e120c763e6c,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTe/A7.A/A7.A.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTe/A7.A,227.0,cF8,['C']
C2,aflow:fc4ac48138ccf35b,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CIn_d/h1/h1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CIn_d/h1,194.0,hP2,['C']
C3,aflow:fd9ce50b6e9a06f7,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTa_pv/323/323.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CTa_pv/323,191.0,hP1,['C']
C1,aflow:fd8f5e3c60b1076c,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CP/303/303.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CP/303,139.0,tI2,['C']
C2,aflow:fd9542474c5bd685,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRu_pv/A7.A/A7.A.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRu_pv/A7.A,227.0,cF8,['C']
C2,aflow:fdb419e3042fe191,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNi_pv/301/301.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CNi_pv/301,227.0,cF8,['C']
C1,aflow:fd1ff2312a60d8bf,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/B_hC/b2/b2.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/B_hC/b2,229.0,cI2,['C']
C2,aflow:fd7c43104a539300,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CZr_sv/A7.A/A7.A.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CZr_sv/A7.A,227.0,cF8,['C']
C1,aflow:fe450829659375de,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/B_hC/304/304.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/B_hC/304,139.0,tI2,['C']
C1,aflow:fe78bb9e500c8366,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CK_sv/f1/f1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CK_sv/f1,225.0,cF4,['C']
C2,aflow:fe3dcc17b1bb13cf,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CPb_d/A7.A/A7.A.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CPb_d/A7.A,227.0,cF8,['C']
C2,aflow:fe5cd94c5ccf2cc5,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CPd_pv/301/301.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CPd_pv/301,227.0,cF8,['C']
C2,aflow:ff508f6bf666720f,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CW_pv/A7.A/A7.A.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CW_pv/A7.A,227.0,cF8,['C']
C4,aflow:ff23cb178790a6fa,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/HEX/C1_ICSD_76767/C1_ICSD_76767.cif,https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/HEX/C1_ICSD_76767,194.0,hP4,['C']
C1,aflow:ffb0c9f4b2920ebb,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRh_pv/f1/f1.cif,https://aflowlib.duke.edu/AFLOWDATA/LIB2_RAW/CRh_pv/f1,225.0,cF4,['C']
